# Pathway	02078-BA_R1_trim_Abundance-CPM	07004-B_R1_trim_Abundance-CPM	07005-B_R1_trim_Abundance-CPM	08012-B_R1_trim_Abundance-CPM	08016-B_R1_trim_Abundance-CPM	09024-B_R1_trim_Abundance-CPM	09069-B_R1_trim_Abundance-CPM	10029-BA_R1_trim_Abundance-CPM	10030-B_R1_trim_Abundance-CPM	12042-B_R1_trim_Abundance-CPM
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	318.955	0	0	0	0	0	0	183.515	0.688875	269.98
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation|g__Escherichia.s__Escherichia_coli	318.349	0	0	0	0	0	0	155.127	0.489948	266.02
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	1.38943	0	200.516	1.04987	21.4024	4.15901	0	0.865117	128.468	5.46723
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified	0	0	0	0	0	0	0	0	2.2517	0
ARGORNPROST-PWY: arginine, ornithine and proline interconversion	0	0	0	0	0	0	0	0	6.50066	0
ARGORNPROST-PWY: arginine, ornithine and proline interconversion|g__Enterococcus.s__Enterococcus_faecium	0	0	0	0	0	0	0	0	6.02585	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	325.92	448.819	318.435	1157.55	248.58	884.609	176.182	404.476	853.615	334.688
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	6.83986	0	14.6744	660.208	52.9386
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0.587926	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	0	0	0	0	0	2.99797
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Escherichia.s__Escherichia_coli	287.025	72.6516	0	0	233.508	0	0	280.836	1.52998	266.601
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Klebsiella.s__Klebsiella_oxytoca	0	96.9608	114.498	0	0	89.1378	0	0	0.517583	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Proteus.s__Proteus_mirabilis	0	0	0	0	0	74.2978	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Staphylococcus.s__Staphylococcus_epidermidis	0	0	120.596	0	8.52329	0	0	0.375717	7.79012	1.63847
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Veillonella.s__Veillonella_dispar	0	96.9823	0	0	0	404.266	0	1.77759	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Veillonella.s__Veillonella_parvula	0	123.55	0	554.981	0	5.33865	0	0.703701	0.957183	0.22496
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	302.472	365.684	316.379	16.7799	240.046	627.342	28.3053	395.928	846.916	328.577
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	6.6445	0	14.788	678.567	55.8222
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Escherichia.s__Escherichia_coli	272.068	75.1336	0	0	212.287	0	0	282.93	1.08879	258.409
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	30.1154	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Staphylococcus.s__Staphylococcus_epidermidis	0	0	118.287	0	9.5508	0	0	0.482718	9.02337	1.79715
ARO-PWY: chorismate biosynthesis I	366.113	299.093	196.32	84.2138	240.697	417.179	188.953	386.394	594.151	256.801
ARO-PWY: chorismate biosynthesis I|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0.819413	0	0
ARO-PWY: chorismate biosynthesis I|g__Escherichia.s__Escherichia_coli	273.732	73.6945	0	0	223.68	0	0	244.929	2.17453	201.914
ARO-PWY: chorismate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	5.72185	0	0	0	0	13.1552	0
ARO-PWY: chorismate biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	161.089	0	0	3.35176
ARO-PWY: chorismate biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	2.54231	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Proteus.s__Proteus_mirabilis	0	0	0	0	0	106.432	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	16.1283	0	0	0	2.25043
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	590.163	337.247	110.056	412.659	596.857	331.591	7.09558	512.139	214.369	478.453
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	1.34516	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0.992104	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Escherichia.s__Escherichia_coli	566.99	196.839	0	0	586.549	0.285536	0	500.426	3.38934	462.882
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	6.27084	0	0	0	0	159.892	0.469735
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Proteus.s__Proteus_mirabilis	0	0	0	0	0	170.898	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)	116.472	49.8684	0	0	161.612	0	14.7572	232.976	2.15901	134.49
AST-PWY: L-arginine degradation II (AST pathway)|g__Escherichia.s__Escherichia_coli	116.344	49.8684	0	0	161.612	0	0	229.759	1.21312	132.752
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	279.36	197.635	0	0	307.305	97.7688	211.465	347.965	211.277	258.516
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0.72626	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Escherichia.s__Escherichia_coli	255.662	108.457	0	0	296.629	0	0	316.089	1.79725	212.13
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	198.943	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	5.42199	306.29	355.07	877.225	105.13	279.849	182.795	305.148	969.937	199.11
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	4.76082	0	17.9347	714.701	58.2294
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	3.61923	31.9374	0	0	58.0391	0	0	4.98606	0.807658	2.8666
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0	95.0906	144.511	0	0	105.52	0	0	1.49594	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Staphylococcus.s__Staphylococcus_epidermidis	0	0	115.788	0.369396	9.60794	1.34954	1.963	0.403713	7.74446	1.02915
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Staphylococcus.s__Staphylococcus_hominis	0	0	0	0	0	0	0	0	0.17414	1.01104
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	6.53451	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	1.15163	19.2024	0	0	0	2.81462
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	0	0	0	0	0	0	0	4.7649	11.5014	0
CALVIN-PWY: Calvin-Benson-Bassham cycle	278.936	401.19	327.802	56.9544	38.5108	426.985	437.492	50.3205	166.552	136.693
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	1.04732	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Escherichia.s__Escherichia_coli	198.617	0	0	0	7.6107	0	0	1.3998	1.89367	115.932
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Klebsiella.s__Klebsiella_oxytoca	0	91.3604	198.529	0	0	138.674	0	0	0.924175	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	292.356	0	0.255416	2.28471
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Staphylococcus.s__Staphylococcus_aureus	0.279822	0	0	0	0	0	0	0	27.0098	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	0	0	0	0	0	0	0	0	0	3.35311
CITRULBIO-PWY: L-citrulline biosynthesis	2.08142	0	274.231	1.54928	31.0841	6.21616	0	3.15937	162.596	8.13872
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	0	0	0	0	0	0	0	1.25976	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	365.355	329.165	275.095	983.408	329.11	684.873	86.0123	458.341	910.171	395.82
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Actinomyces.s__Actinomyces_urogenitalis	0	0	0	665.771	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	6.01133	0	11.106	652.176	55.3284
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0.377136	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_perfringens	3.63419	0	0	0	2.44359	0	0	0.381864	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Enterococcus.s__Enterococcus_faecalis	44.3271	0	0	0.83799	0	0	0	0	20.7422	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Enterococcus.s__Enterococcus_faecium	0	0	0	0	0	0	0	0	27.9511	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Escherichia.s__Escherichia_coli	285.929	141.544	0	0	316.195	0.278842	0	382.352	1.15309	326.016
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	3.41057	0	0	0	0	121.258	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	64.7687	0	0	2.38324
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Neisseria.s__Neisseria_subflava	0	0	0	2.09699	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Propionibacterium.s__Propionibacterium_acnes	0	0	107.442	0	0	0	0	0	0.53202	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Proteus.s__Proteus_mirabilis	0	0	0	0	0	124.637	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0.864358
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Staphylococcus.s__Staphylococcus_aureus	0.305243	0	0	0	0	0	0	0	13.8471	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Staphylococcus.s__Staphylococcus_epidermidis	0	0	106.624	0	5.98369	0	0	0	5.78299	1.23606
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_agalactiae	0	0	0	0	0	1.69447	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_lutetiensis	0	3.77989	0	0	0	0	0	0	1.93018	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	4.55881	0.672975
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0.574479	16.9734	0	0	0	1.49419
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	26.6989	0	58.107	0.227496	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_dispar	0	34.443	0	0	0	376.704	0	0.478576	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_parvula	0	83.4947	0	346.453	0	2.30104	0	0.458817	0.820676	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_ratti	0	0	0	0	0	0	0	3.71643	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	0	0	0	0	0	30.4063	0	1.19245	10.1884	0
COA-PWY: coenzyme A biosynthesis I	238.113	249.052	252.971	922.321	93.755	625.653	0	309.885	16.7085	237.267
COA-PWY: coenzyme A biosynthesis I|g__Actinomyces.s__Actinomyces_urogenitalis	0	0	0	593.491	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0.478376	0	0
COA-PWY: coenzyme A biosynthesis I|g__Enterococcus.s__Enterococcus_faecium	0	0	0	0	0	0	0	0	9.99686	0
COA-PWY: coenzyme A biosynthesis I|g__Escherichia.s__Escherichia_coli	224.944	24.7519	0	0	90.9737	0.236403	0	250.416	0.49596	215.775
COA-PWY: coenzyme A biosynthesis I|g__Propionibacterium.s__Propionibacterium_acnes	0	0	113.332	0	0	0	0	0	0.655595	0
COA-PWY: coenzyme A biosynthesis I|g__Proteus.s__Proteus_mirabilis	0	0	0	0	0	173.696	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	4.55881	0
COA-PWY: coenzyme A biosynthesis I|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0.685584	16.9734	0	0	0	1.69938
COA-PWY: coenzyme A biosynthesis I|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	23.8382	0	50.5664	0.206221	0
COA-PWY: coenzyme A biosynthesis I|g__Veillonella.s__Veillonella_dispar	0	26.7122	0	0	0	338.134	0	0.391713	0	0
COA-PWY: coenzyme A biosynthesis I|g__Veillonella.s__Veillonella_parvula	0	86.7731	0	326.731	0	2.0479	0	0.353639	0.689148	0
COA-PWY: coenzyme A biosynthesis I|unclassified	0	48.6734	0	0	0	26.0002	0	0.998651	0	4.02139
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	262.657	97.3595	0	0	250.981	36.8424	0	290.595	2.6298	189.503
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Escherichia.s__Escherichia_coli	261.38	74.5076	0	0	249.862	0	0	250.785	1.58728	187.026
COLANSYN-PWY: colanic acid building blocks biosynthesis	177.595	91.5818	0	0	125.532	0.93958	0	219.512	3.71088	144.287
COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	172.892	43.2891	0	0	118.63	0	0	196.885	0	113.323
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	362.749	314.937	209.741	95.5318	260.099	454.716	201.133	392.421	499.586	273.28
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0.874104	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	280.638	80.2888	0	0	241.806	0	0	250.733	2.22874	216.906
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	5.49304	0	0	0	0	14.8523	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	173.225	0	0	3.58076
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	2.79286	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Proteus.s__Proteus_mirabilis	0	0	0	0	0	113.677	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	17.3567	0	0	0	2.347
DAPLYSINESYN-PWY: L-lysine biosynthesis I	242.76	239.457	385.417	947.86	158.323	509.098	182.991	270.37	375.273	245.088
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Actinomyces.s__Actinomyces_urogenitalis	0	0	0	698.306	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0.930397	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	0	0	0	0	0	3.80755
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Escherichia.s__Escherichia_coli	190.807	27.1824	0	0	138.836	0	0	193.007	0.491101	196.618
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	5.16438	0	0	0	0	171.246	0.312821
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Klebsiella.s__Klebsiella_oxytoca	0	81.1254	102.092	0	0	94.199	0	0	0.425646	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	172.336	0	0	2.68454
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	1.44939	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Propionibacterium.s__Propionibacterium_acnes	0	0	171.785	0	0	0	0	0	0.244992	0
